position,driver_number,lap_duration,meeting_key,session_key,source_closure_retrieved_utc
1,63,91.52,1280,11236,2026-07-19T10:48:13.972996Z
2,12,91.809,1280,11236,2026-07-19T10:48:13.972996Z
3,1,92.141,1280,11236,2026-07-19T10:48:13.972996Z
4,44,92.161,1280,11236,2026-07-19T10:48:13.972996Z
5,81,92.224,1280,11236,2026-07-19T10:48:13.972996Z
6,16,92.528,1280,11236,2026-07-19T10:48:13.972996Z
7,10,92.888,1280,11236,2026-07-19T10:48:13.972996Z
8,3,93.254,1280,11236,2026-07-19T10:48:13.972996Z
9,87,93.409,1280,11236,2026-07-19T10:48:13.972996Z
10,6,93.723,1280,11236,2026-07-19T10:48:13.972996Z
11,27,93.635,1280,11236,2026-07-19T10:48:13.972996Z
12,31,93.639,1280,11236,2026-07-19T10:48:13.972996Z
13,30,93.714,1280,11236,2026-07-19T10:48:13.972996Z
14,5,93.774,1280,11236,2026-07-19T10:48:13.972996Z
15,41,94.048,1280,11236,2026-07-19T10:48:13.972996Z
16,43,94.327,1280,11236,2026-07-19T10:48:13.972996Z
17,55,94.761,1280,11236,2026-07-19T10:48:13.972996Z
18,14,95.581,1280,11236,2026-07-19T10:48:13.972996Z
19,18,96.151,1280,11236,2026-07-19T10:48:13.972996Z
20,77,97.378,1280,11236,2026-07-19T10:48:13.972996Z
21,11,,1280,11236,2026-07-19T10:48:13.972996Z
22,23,95.305,1280,11236,2026-07-19T10:48:13.972996Z
1,1,87.869,1284,11271,2026-07-19T10:52:06.577480Z
2,12,88.091,1284,11271,2026-07-19T10:52:06.577480Z
3,81,88.108,1284,11271,2026-07-19T10:52:06.577480Z
4,16,88.239,1284,11271,2026-07-19T10:52:06.577480Z
5,3,88.461,1284,11271,2026-07-19T10:52:06.577480Z
6,63,88.493,1284,11271,2026-07-19T10:52:06.577480Z
7,44,88.618,1284,11271,2026-07-19T10:52:06.577480Z
8,43,89.32,1284,11271,2026-07-19T10:52:06.577480Z
9,6,89.422,1284,11271,2026-07-19T10:52:06.577480Z
10,10,89.474,1284,11271,2026-07-19T10:52:06.577480Z
11,5,89.994,1284,11271,2026-07-19T10:52:06.577480Z
12,27,90.019,1284,11271,2026-07-19T10:52:06.577480Z
13,87,90.116,1284,11271,2026-07-19T10:52:06.577480Z
