meeting_key,session_key,driver_number,date,recording_url,source_closure_retrieved_utc
1304,11467,44,2026-02-13T09:20:32.825000+00:00,https://livetiming.formula1.com/static/2026/2026-02-13_Pre-Season_Testing/2026-02-13_Day_3/TeamRadio/HAM_44_20260213_122007.mp3,2026-07-19T18:11:30.402434Z
1305,11468,44,2026-02-20T06:48:12.023000+00:00,https://livetiming.formula1.com/static/2026/2026-02-20_Pre-Season_Testing/2026-02-20_Day_3/TeamRadio/HAM_44_20260213_122007.mp3,2026-07-19T18:12:15.430844Z
1279,11229,63,2026-03-07T01:42:48.712000+00:00,https://livetiming.formula1.com/static/2026/2026-03-08_Australian_Grand_Prix/2026-03-07_Practice_3/TeamRadio/RUS_63_20260307_124200.mp3,2026-07-19T18:13:15.875140Z
1285,11286,81,2026-05-23T15:21:59.100000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Sprint/TeamRadio/PIA_81_20260523_112143.mp3,2026-07-19T18:19:07.356663Z
1285,11286,63,2026-05-23T15:22:29.185000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Sprint/TeamRadio/RUS_63_20260523_112210.mp3,2026-07-19T18:19:07.356663Z
1285,11286,1,2026-05-23T15:38:13.358000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Sprint/TeamRadio/NOR_1_20260523_113742.mp3,2026-07-19T18:19:07.356663Z
1285,11286,6,2026-05-23T16:09:42.866000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Sprint/TeamRadio/HAD_6_20260523_120904.mp3,2026-07-19T18:19:07.356663Z
1285,11286,12,2026-05-23T16:10:43.800000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Sprint/TeamRadio/ANT_12_20260523_121028.mp3,2026-07-19T18:19:07.356663Z
1285,11286,3,2026-05-23T16:11:14.700000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Sprint/TeamRadio/VER_3_20260523_121056.mp3,2026-07-19T18:19:07.356663Z
1285,11286,12,2026-05-23T16:11:46.940000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Sprint/TeamRadio/ANT_12_20260523_121125.mp3,2026-07-19T18:19:07.356663Z
1285,11286,12,2026-05-23T16:12:17.045000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Sprint/TeamRadio/ANT_12_20260523_121159.mp3,2026-07-19T18:19:07.356663Z
1285,11286,12,2026-05-23T16:12:47.136000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Sprint/TeamRadio/ANT_12_20260523_121237.mp3,2026-07-19T18:19:07.356663Z
1285,11286,12,2026-05-23T16:14:48.820000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Sprint/TeamRadio/ANT_12_20260523_121416.mp3,2026-07-19T18:19:07.356663Z
1285,11286,63,2026-05-23T16:24:59.299000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Sprint/TeamRadio/RUS_63_20260523_122435.mp3,2026-07-19T18:19:07.356663Z
1285,11286,63,2026-05-23T16:33:37.090000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Sprint/TeamRadio/RUS_63_20260523_123318.mp3,2026-07-19T18:19:07.356663Z
1285,11286,12,2026-05-23T16:34:07.934000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Sprint/TeamRadio/ANT_12_20260523_123347.mp3,2026-07-19T18:19:07.356663Z
1285,11287,81,2026-05-23T20:02:31.834000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Qualifying/TeamRadio/PIA_81_20260523_160200.mp3,2026-07-19T18:19:12.185956Z
1285,11287,14,2026-05-23T20:21:49.514000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Qualifying/TeamRadio/ALO_14_20260523_162124.mp3,2026-07-19T18:19:12.185956Z
1285,11287,10,2026-05-23T20:26:24.321000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Qualifying/TeamRadio/GAS_10_20260523_162550.mp3,2026-07-19T18:19:12.185956Z
1285,11287,3,2026-05-23T20:34:00.913000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Qualifying/TeamRadio/VER_3_20260523_163321.mp3,2026-07-19T18:19:12.185956Z
1285,11287,16,2026-05-23T20:43:09.415000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Qualifying/TeamRadio/LEC_16_20260523_164217.mp3,2026-07-19T18:19:12.185956Z
1285,11287,30,2026-05-23T20:43:41.609000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Qualifying/TeamRadio/LAW_30_20260523_164326.mp3,2026-07-19T18:19:12.185956Z
1285,11287,43,2026-05-23T20:44:41.728000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Qualifying/TeamRadio/COL_43_20260523_164424.mp3,2026-07-19T18:19:12.185956Z
1285,11287,87,2026-05-23T20:45:42.474000+00:00,https://livetiming.formula1.com/static/2026/2026-05-24_Canadian_Grand_Prix/2026-05-23_Qualifying/TeamRadio/BEA_87_20260523_164500.mp3,2026-07-19T18:19:12.185956Z
