date,session_key,pit_duration,meeting_key,driver_number,stop_duration,lane_duration,lap_number,source_closure_retrieved_utc
2026-03-08T04:17:09.480000+00:00,11234,27.7,1279,43,,27.7,9,2026-06-27T23:46:13.881618Z
2026-03-08T04:19:40.861000+00:00,11234,18.2,1279,1,,18.2,11,2026-06-27T23:46:13.881618Z
2026-03-08T04:19:45.997000+00:00,11234,18.5,1279,31,,18.5,11,2026-06-27T23:46:13.881618Z
2026-03-08T04:19:46.650000+00:00,11234,18.6,1279,10,,18.6,11,2026-06-27T23:46:13.881618Z
2026-03-08T04:19:56.659000+00:00,11234,19.8,1279,55,,19.8,11,2026-06-27T23:46:13.881618Z
2026-03-08T04:20:02.746000+00:00,11234,19.1,1279,30,,19.1,11,2026-06-27T23:46:13.881618Z
2026-03-08T04:20:48.545000+00:00,11234,25.895,1279,14,10.0,25.895,11,2026-06-27T23:46:13.881618Z
2026-03-08T04:20:37.821000+00:00,11234,36.686,1279,18,16.9,36.686,11,2026-06-27T23:46:13.881618Z
2026-03-08T04:21:15.981000+00:00,11234,17.794,1279,63,2.3,17.794,12,2026-06-27T23:46:13.881618Z
2026-03-08T04:22:00.272000+00:00,11234,20.985,1279,12,2.5,20.985,12,2026-06-27T23:46:13.881618Z
2026-03-08T04:22:01.303000+00:00,11234,18.118,1279,23,2.7,18.118,12,2026-06-27T23:46:13.881618Z
2026-03-08T04:23:57.952000+00:00,11234,30.387,1279,77,12.5,30.387,12,2026-06-27T23:46:13.881618Z
2026-03-08T04:31:07.099000+00:00,11234,18.506,1279,41,2.4,18.506,18,2026-06-27T23:46:13.881618Z
2026-03-08T04:31:12.593000+00:00,11234,19.07,1279,3,,19.07,18,2026-06-27T23:46:13.881618Z
2026-03-08T04:30:50.106000+00:00,11234,18.774,1279,87,3.3,18.774,18,2026-06-27T23:46:13.881618Z
2026-03-08T04:53:09.209000+00:00,11234,22.619,1279,5,5.2,22.619,18,2026-06-27T23:46:13.881618Z
2026-03-08T04:31:56.620000+00:00,11234,21.371,1279,11,5.5,21.371,18,2026-06-27T23:46:13.881618Z
2026-03-08T04:40:09.040000+00:00,11234,972.3,1279,14,,972.3,13,2026-06-27T23:46:13.881618Z
2026-03-08T04:40:48.354000+00:00,11234,17.6,1279,16,,17.6,25,2026-06-27T23:46:13.881618Z
2026-03-08T04:40:49.682000+00:00,11234,17.664,1279,16,2.2,17.664,18,2026-06-27T23:46:13.881618Z
2026-03-08T04:44:26.700000+00:00,11234,33.1,1279,18,,33.1,26,2026-06-27T23:46:13.881618Z
2026-03-08T04:44:40.626000+00:00,11234,33.182,1279,18,16.4,33.182,18,2026-06-27T23:46:13.881618Z
2026-03-08T04:45:03.940000+00:00,11234,17.7,1279,44,,17.7,28,2026-06-27T23:46:13.881618Z
