position,driver_number,lap_duration,meeting_key,session_key,source_closure_retrieved_utc
1,63,91.52,1280,11236,2026-06-26T21:52:09.676616Z
2,12,91.809,1280,11236,2026-06-26T21:52:09.676616Z
3,1,92.141,1280,11236,2026-06-26T21:52:09.676616Z
4,44,92.161,1280,11236,2026-06-26T21:52:09.676616Z
5,81,92.224,1280,11236,2026-06-26T21:52:09.676616Z
6,16,92.528,1280,11236,2026-06-26T21:52:09.676616Z
7,10,92.888,1280,11236,2026-06-26T21:52:09.676616Z
8,3,93.254,1280,11236,2026-06-26T21:52:09.676616Z
9,87,93.409,1280,11236,2026-06-26T21:52:09.676616Z
10,6,93.723,1280,11236,2026-06-26T21:52:09.676616Z
11,27,93.635,1280,11236,2026-06-26T21:52:09.676616Z
12,31,93.639,1280,11236,2026-06-26T21:52:09.676616Z
13,30,93.714,1280,11236,2026-06-26T21:52:09.676616Z
14,5,93.774,1280,11236,2026-06-26T21:52:09.676616Z
15,41,94.048,1280,11236,2026-06-26T21:52:09.676616Z
16,43,94.327,1280,11236,2026-06-26T21:52:09.676616Z
17,55,94.761,1280,11236,2026-06-26T21:52:09.676616Z
18,14,95.581,1280,11236,2026-06-26T21:52:09.676616Z
19,18,96.151,1280,11236,2026-06-26T21:52:09.676616Z
20,77,97.378,1280,11236,2026-06-26T21:52:09.676616Z
21,11,,1280,11236,2026-06-26T21:52:09.676616Z
22,23,95.305,1280,11236,2026-06-26T21:52:09.676616Z
1,12,87.798,1284,11276,2026-06-26T21:56:08.532809Z
2,3,87.964,1284,11276,2026-06-26T21:56:08.532809Z
3,16,88.143,1284,11276,2026-06-26T21:56:08.532809Z
4,1,88.183,1284,11276,2026-06-26T21:56:08.532809Z
5,63,88.197,1284,11276,2026-06-26T21:56:08.532809Z
6,44,88.319,1284,11276,2026-06-26T21:56:08.532809Z
7,81,88.5,1284,11276,2026-06-26T21:56:08.532809Z
8,43,88.762,1284,11276,2026-06-26T21:56:08.532809Z
9,10,88.81,1284,11276,2026-06-26T21:56:08.532809Z
10,27,89.439,1284,11276,2026-06-26T21:56:08.532809Z
11,30,89.499,1284,11276,2026-06-26T21:56:08.532809Z
12,87,89.567,1284,11276,2026-06-26T21:56:08.532809Z
13,55,89.568,1284,11276,2026-06-26T21:56:08.532809Z
14,31,89.772,1284,11276,2026-06-26T21:56:08.532809Z
15,23,89.946,1284,11276,2026-06-26T21:56:08.532809Z
16,41,90.133,1284,11276,2026-06-26T21:56:08.532809Z
17,14,91.098,1284,11276,2026-06-26T21:56:08.532809Z
18,18,91.164,1284,11276,2026-06-26T21:56:08.532809Z
19,77,91.629,1284,11276,2026-06-26T21:56:08.532809Z
20,11,91.967,1284,11276,2026-06-26T21:56:08.532809Z
21,5,93.737,1284,11276,2026-06-26T21:56:08.532809Z
22,6,,1284,11276,2026-06-26T21:56:08.532809Z
1,63,72.578,1285,11287,2026-06-26T21:57:07.120882Z
2,12,72.646,1285,11287,2026-06-26T21:57:07.120882Z
3,1,72.729,1285,11287,2026-06-26T21:57:07.120882Z
4,81,72.781,1285,11287,2026-06-26T21:57:07.120882Z
5,44,72.868,1285,11287,2026-06-26T21:57:07.120882Z
6,3,72.907,1285,11287,2026-06-26T21:57:07.120882Z
7,6,72.935,1285,11287,2026-06-26T21:57:07.120882Z
8,16,72.976,1285,11287,2026-06-26T21:57:07.120882Z
9,41,73.28,1285,11287,2026-06-26T21:57:07.120882Z
10,43,73.697,1285,11287,2026-06-26T21:57:07.120882Z
11,27,73.886,1285,11287,2026-06-26T21:57:07.120882Z
12,30,73.897,1285,11287,2026-06-26T21:57:07.120882Z
13,5,74.071,1285,11287,2026-06-26T21:57:07.120882Z
14,10,74.187,1285,11287,2026-06-26T21:57:07.120882Z
15,55,74.273,1285,11287,2026-06-26T21:57:07.120882Z
16,87,74.416,1285,11287,2026-06-26T21:57:07.120882Z
17,31,74.845,1285,11287,2026-06-26T21:57:07.120882Z
18,23,74.851,1285,11287,2026-06-26T21:57:07.120882Z
19,14,75.196,1285,11287,2026-06-26T21:57:07.120882Z
20,11,75.429,1285,11287,2026-06-26T21:57:07.120882Z
21,77,76.272,1285,11287,2026-06-26T21:57:07.120882Z
22,18,76.195,1285,11287,2026-06-26T21:57:07.120882Z
1,12,72.051,1286,11295,2026-06-26T21:58:05.433432Z
2,3,72.094,1286,11295,2026-06-26T21:58:05.433432Z
3,44,72.279,1286,11295,2026-06-26T21:58:05.433432Z
4,16,72.351,1286,11295,2026-06-26T21:58:05.433432Z
5,6,72.434,1286,11295,2026-06-26T21:58:05.433432Z
6,63,72.445,1286,11295,2026-06-26T21:58:05.433432Z
7,81,72.624,1286,11295,2026-06-26T21:58:05.433432Z
8,1,72.765,1286,11295,2026-06-26T21:58:05.433432Z
9,10,73.226,1286,11295,2026-06-26T21:58:05.433432Z
10,30,73.412,1286,11295,2026-06-26T21:58:05.433432Z
11,23,73.787,1286,11295,2026-06-26T21:58:05.433432Z
12,55,73.815,1286,11295,2026-06-26T21:58:05.433432Z
13,27,73.902,1286,11295,2026-06-26T21:58:05.433432Z
14,43,73.995,1286,11295,2026-06-26T21:58:05.433432Z
15,41,74.248,1286,11295,2026-06-26T21:58:05.433432Z
16,5,,1286,11295,2026-06-26T21:58:05.433432Z
17,31,74.722,1286,11295,2026-06-26T21:58:05.433432Z
18,11,74.747,1286,11295,2026-06-26T21:58:05.433432Z
19,87,74.814,1286,11295,2026-06-26T21:58:05.433432Z
20,77,75.283,1286,11295,2026-06-26T21:58:05.433432Z
21,14,75.349,1286,11295,2026-06-26T21:58:05.433432Z
22,18,76.061,1286,11295,2026-06-26T21:58:05.433432Z
