position,driver_number,lap_duration,meeting_key,session_key,source_closure_retrieved_utc
1,63,91.52,1280,11236,2026-09-11T16:32:04.400631Z
2,12,91.809,1280,11236,2026-09-11T16:32:04.400631Z
3,1,92.141,1280,11236,2026-09-11T16:32:04.400631Z
4,44,92.161,1280,11236,2026-09-11T16:32:04.400631Z
5,81,92.224,1280,11236,2026-09-11T16:32:04.400631Z
6,16,92.528,1280,11236,2026-09-11T16:32:04.400631Z
7,10,92.888,1280,11236,2026-09-11T16:32:04.400631Z
8,3,93.254,1280,11236,2026-09-11T16:32:04.400631Z
9,87,93.409,1280,11236,2026-09-11T16:32:04.400631Z
10,6,93.723,1280,11236,2026-09-11T16:32:04.400631Z
11,27,93.635,1280,11236,2026-09-11T16:32:04.400631Z
12,31,93.639,1280,11236,2026-09-11T16:32:04.400631Z
13,30,93.714,1280,11236,2026-09-11T16:32:04.400631Z
14,5,93.774,1280,11236,2026-09-11T16:32:04.400631Z
15,41,94.048,1280,11236,2026-09-11T16:32:04.400631Z
16,43,94.327,1280,11236,2026-09-11T16:32:04.400631Z
17,55,94.761,1280,11236,2026-09-11T16:32:04.400631Z
18,14,95.581,1280,11236,2026-09-11T16:32:04.400631Z
19,18,96.151,1280,11236,2026-09-11T16:32:04.400631Z
20,77,97.378,1280,11236,2026-09-11T16:32:04.400631Z
21,11,,1280,11236,2026-09-11T16:32:04.400631Z
22,23,95.305,1280,11236,2026-09-11T16:32:04.400631Z
1,12,92.064,1280,11241,2026-09-11T16:32:12.243037Z
2,63,92.286,1280,11241,2026-09-11T16:32:12.243037Z
3,44,92.415,1280,11241,2026-09-11T16:32:12.243037Z
4,16,92.428,1280,11241,2026-09-11T16:32:12.243037Z
5,81,92.55,1280,11241,2026-09-11T16:32:12.243037Z
6,1,92.608,1280,11241,2026-09-11T16:32:12.243037Z
7,10,92.873,1280,11241,2026-09-11T16:32:12.243037Z
8,3,93.002,1280,11241,2026-09-11T16:32:12.243037Z
9,6,93.121,1280,11241,2026-09-11T16:32:12.243037Z
10,87,93.292,1280,11241,2026-09-11T16:32:12.243037Z
11,27,93.354,1280,11241,2026-09-11T16:32:12.243037Z
12,43,93.357,1280,11241,2026-09-11T16:32:12.243037Z
13,31,93.538,1280,11241,2026-09-11T16:32:12.243037Z
14,30,93.765,1280,11241,2026-09-11T16:32:12.243037Z
15,41,93.784,1280,11241,2026-09-11T16:32:12.243037Z
16,5,93.965,1280,11241,2026-09-11T16:32:12.243037Z
