position,driver_number,lap_duration,meeting_key,session_key,source_closure_retrieved_utc
1,63,91.52,1280,11236,2026-07-25T15:34:12.674771Z
2,12,91.809,1280,11236,2026-07-25T15:34:12.674771Z
3,1,92.141,1280,11236,2026-07-25T15:34:12.674771Z
4,44,92.161,1280,11236,2026-07-25T15:34:12.674771Z
5,81,92.224,1280,11236,2026-07-25T15:34:12.674771Z
6,16,92.528,1280,11236,2026-07-25T15:34:12.674771Z
7,10,92.888,1280,11236,2026-07-25T15:34:12.674771Z
8,3,93.254,1280,11236,2026-07-25T15:34:12.674771Z
9,87,93.409,1280,11236,2026-07-25T15:34:12.674771Z
10,6,93.723,1280,11236,2026-07-25T15:34:12.674771Z
11,27,93.635,1280,11236,2026-07-25T15:34:12.674771Z
12,31,93.639,1280,11236,2026-07-25T15:34:12.674771Z
13,30,93.714,1280,11236,2026-07-25T15:34:12.674771Z
14,5,93.774,1280,11236,2026-07-25T15:34:12.674771Z
15,41,94.048,1280,11236,2026-07-25T15:34:12.674771Z
16,43,94.327,1280,11236,2026-07-25T15:34:12.674771Z
17,55,94.761,1280,11236,2026-07-25T15:34:12.674771Z
18,14,95.581,1280,11236,2026-07-25T15:34:12.674771Z
19,18,96.151,1280,11236,2026-07-25T15:34:12.674771Z
20,77,97.378,1280,11236,2026-07-25T15:34:12.674771Z
21,11,,1280,11236,2026-07-25T15:34:12.674771Z
22,23,95.305,1280,11236,2026-07-25T15:34:12.674771Z
1,1,87.869,1284,11271,2026-07-25T15:38:04.192128Z
2,12,88.091,1284,11271,2026-07-25T15:38:04.192128Z
3,81,88.108,1284,11271,2026-07-25T15:38:04.192128Z
4,16,88.239,1284,11271,2026-07-25T15:38:04.192128Z
5,3,88.461,1284,11271,2026-07-25T15:38:04.192128Z
6,63,88.493,1284,11271,2026-07-25T15:38:04.192128Z
7,44,88.618,1284,11271,2026-07-25T15:38:04.192128Z
8,43,89.32,1284,11271,2026-07-25T15:38:04.192128Z
9,6,89.422,1284,11271,2026-07-25T15:38:04.192128Z
10,10,89.474,1284,11271,2026-07-25T15:38:04.192128Z
11,5,89.994,1284,11271,2026-07-25T15:38:04.192128Z
12,27,90.019,1284,11271,2026-07-25T15:38:04.192128Z
13,87,90.116,1284,11271,2026-07-25T15:38:04.192128Z
14,55,90.224,1284,11271,2026-07-25T15:38:04.192128Z
15,30,91.043,1284,11271,2026-07-25T15:38:04.192128Z
16,31,91.245,1284,11271,2026-07-25T15:38:04.192128Z
17,11,91.255,1284,11271,2026-07-25T15:38:04.192128Z
18,23,91.322,1284,11271,2026-07-25T15:38:04.192128Z
19,77,91.826,1284,11271,2026-07-25T15:38:04.192128Z
20,14,101.311,1284,11271,2026-07-25T15:38:04.192128Z
21,18,,1284,11271,2026-07-25T15:38:04.192128Z
22,41,90.573,1284,11271,2026-07-25T15:38:04.192128Z
1,12,87.798,1284,11276,2026-07-25T15:38:12.178052Z
2,3,87.964,1284,11276,2026-07-25T15:38:12.178052Z
3,16,88.143,1284,11276,2026-07-25T15:38:12.178052Z
4,1,88.183,1284,11276,2026-07-25T15:38:12.178052Z
5,63,88.197,1284,11276,2026-07-25T15:38:12.178052Z
6,44,88.319,1284,11276,2026-07-25T15:38:12.178052Z
7,81,88.5,1284,11276,2026-07-25T15:38:12.178052Z
8,43,88.762,1284,11276,2026-07-25T15:38:12.178052Z
9,10,88.81,1284,11276,2026-07-25T15:38:12.178052Z
10,27,89.439,1284,11276,2026-07-25T15:38:12.178052Z
11,30,89.499,1284,11276,2026-07-25T15:38:12.178052Z
12,87,89.567,1284,11276,2026-07-25T15:38:12.178052Z
13,55,89.568,1284,11276,2026-07-25T15:38:12.178052Z
14,31,89.772,1284,11276,2026-07-25T15:38:12.178052Z
15,23,89.946,1284,11276,2026-07-25T15:38:12.178052Z
16,41,90.133,1284,11276,2026-07-25T15:38:12.178052Z
17,14,91.098,1284,11276,2026-07-25T15:38:12.178052Z
18,18,91.164,1284,11276,2026-07-25T15:38:12.178052Z
19,77,91.629,1284,11276,2026-07-25T15:38:12.178052Z
20,11,91.967,1284,11276,2026-07-25T15:38:12.178052Z
21,5,93.737,1284,11276,2026-07-25T15:38:12.178052Z
22,6,,1284,11276,2026-07-25T15:38:12.178052Z
1,63,72.578,1285,11287,2026-07-25T15:39:04.413551Z
2,12,72.646,1285,11287,2026-07-25T15:39:04.413551Z
3,1,72.729,1285,11287,2026-07-25T15:39:04.413551Z
4,81,72.781,1285,11287,2026-07-25T15:39:04.413551Z
5,44,72.868,1285,11287,2026-07-25T15:39:04.413551Z
6,3,72.907,1285,11287,2026-07-25T15:39:04.413551Z
7,6,72.935,1285,11287,2026-07-25T15:39:04.413551Z
8,16,72.976,1285,11287,2026-07-25T15:39:04.413551Z
9,41,73.28,1285,11287,2026-07-25T15:39:04.413551Z
10,43,73.697,1285,11287,2026-07-25T15:39:04.413551Z
11,27,73.886,1285,11287,2026-07-25T15:39:04.413551Z
12,30,73.897,1285,11287,2026-07-25T15:39:04.413551Z
13,5,74.071,1285,11287,2026-07-25T15:39:04.413551Z
14,10,74.187,1285,11287,2026-07-25T15:39:04.413551Z
15,55,74.273,1285,11287,2026-07-25T15:39:04.413551Z
